baseER baseSTAS endsuc endsuc10 endsuc90 freqsuc freq10 freq50 freq90 trajmean traj10 traj50 traj90 trajprop trajpop10 trajpop90
0.22 0.018 0.7 0.68 0.72 0.69 0.3 0.7 1 -39 -52 -41 -25 0.01 0.01 0.01
0.22 0.019 0.76 0.75 0.78 0.72 0.4 0.8 1 -38 -51 -39 -24 0.01 0 0.01
0.22 0.02 0.79 0.77 0.81 0.74 0.4 0.8 1 -38 -51 -39 -23 0.01 0 0.01
0.22 0.021 0.83 0.81 0.84 0.77 0.5 0.8 1 -36 -50 -38 -21 0.01 0.01 0.01
0.22 0.022 0.84 0.83 0.86 0.8 0.5 0.8 1 -35 -49 -37 -21 0.02 0.01 0.02
0.22 0.023 0.88 0.86 0.89 0.82 0.5 0.9 1 -35 -49 -36 -21 0.02 0.01 0.02
0.22 0.024 0.88 0.86 0.89 0.84 0.5 0.9 1 -34 -47 -35 -19 0.01 0.01 0.02
0.22 0.025 0.9 0.89 0.91 0.86 0.6 0.9 1 -32 -47 -34 -17 0.02 0.01 0.03
0.22 0.026 0.91 0.9 0.92 0.87 0.6 1 1 -32 -47 -34 -18 0.02 0.02 0.03
0.22 0.027 0.91 0.9 0.92 0.88 0.6 1 1 -31 -47 -33 -15 0.02 0.02 0.03
0.22 0.028 0.93 0.92 0.94 0.88 0.7 1 1 -30 -45 -32 -15 0.02 0.02 0.03
0.22 0.029 0.94 0.93 0.95 0.89 0.7 1 1 -31 -44 -32 -15 0.02 0.02 0.03
0.22 0.03 0.94 0.93 0.95 0.91 0.7 1 1 -30 -44 -32 -14 0.02 0.02 0.03
0.22 0.031 0.96 0.95 0.97 0.92 0.7 1 1 -28 -43 -31 -12 0.03 0.02 0.04
0.22 0.032 0.96 0.95 0.97 0.92 0.7 1 1 -28 -43 -30 -13 0.03 0.02 0.03
0.22 0.033 0.96 0.96 0.97 0.93 0.7 1 1 -28 -43 -30 -13 0.02 0.01 0.03
0.22 0.034 0.96 0.96 0.97 0.94 0.8 1 1 -28 -42 -30 -13 0.03 0.02 0.04
0.22 0.035 0.97 0.97 0.98 0.94 0.8 1 1 -26 -42 -28 -10 0.04 0.04 0.05
0.22 0.036 0.97 0.96 0.97 0.94 0.8 1 1 -26 -40 -28 -11 0.04 0.03 0.05
0.22 0.037 0.98 0.97 0.98 0.95 0.8 1 1 -25 -41 -28 -9 0.04 0.03 0.05
0.22 0.038 0.98 0.97 0.98 0.95 0.8 1 1 -25 -41 -27 -9 0.04 0.03 0.05
0.22 0.039 0.98 0.98 0.99 0.95 0.8 1 1 -25 -41 -27 -10 0.04 0.03 0.05
0.22 0.04 0.98 0.97 0.98 0.96 0.8 1 1 -24 -39 -26 -8 0.05 0.04 0.06
0.23 0.003 0 0 0 0.12 0.1 0.1 0.2 -70 -77 -70 -63 0 0 0
0.23 0.041 0.98 0.98 0.99 0.96 0.8 1 1 -25 -40 -27 -9 0.04 0.04 0.05
0.23 0.001 0 0 0 0.1 0.1 0.1 0.1 -77 -82 -77 -71 0 0 0
0.23 0.002 0 0 0 0.11 0.1 0.1 0.1 -74 -79 -74 -67 0 0 0
0.23 0.004 0 0 0 0.14 0.1 0.1 0.2 -67 -74 -67 -59 0 0 0
0.23 0.005 0 0 0.01 0.15 0.1 0.1 0.2 -64 -72 -64 -56 0 0 0
0.23 0.006 0.01 0.01 0.02 0.17 0.1 0.2 0.2 -61 -69 -62 -52 0 0 0
0.23 0.007 0.03 0.02 0.04 0.19 0.1 0.2 0.2 -59 -68 -59 -49 0 0 0
0.23 0.008 0.06 0.05 0.07 0.22 0.1 0.2 0.3 -56 -66 -57 -46 0 0 0
0.23 0.009 0.12 0.11 0.14 0.26 0.1 0.2 0.5 -54 -64 -54 -43 0 0 0
0.23 0.01 0.16 0.15 0.18 0.3 0.2 0.2 0.6 -52 -62 -52 -40 0 0 0
0.23 0.011 0.22 0.2 0.23 0.34 0.2 0.2 0.7 -50 -61 -51 -38 0 0 0
0.23 0.012 0.31 0.29 0.33 0.39 0.2 0.3 0.8 -48 -59 -50 -36 0 0 0
0.23 0.013 0.37 0.35 0.39 0.44 0.2 0.4 0.8 -46 -58 -47 -34 0 0 0
0.23 0.014 0.44 0.42 0.46 0.48 0.2 0.4 0.9 -45 -57 -47 -32 0 0 0.01
0.23 0.015 0.51 0.49 0.53 0.54 0.2 0.5 1 -43 -56 -45 -30 0 0 0
0.23 0.016 0.56 0.55 0.58 0.57 0.2 0.6 1 -43 -56 -44 -29 0 0 0
0.23 0.017 0.63 0.62 0.65 0.62 0.2 0.6 1 -41 -54 -43 -26 0 0 0
0.23 0.018 0.69 0.67 0.71 0.67 0.3 0.7 1 -39 -53 -41 -25 0.01 0.01 0.01
0.23 0.019 0.74 0.72 0.75 0.69 0.3 0.7 1 -39 -52 -41 -26 0 0 0.01
0.23 0.02 0.75 0.73 0.77 0.73 0.4 0.8 1 -38 -52 -40 -22 0.01 0 0.01
0.23 0.021 0.78 0.77 0.8 0.75 0.4 0.8 1 -37 -49 -38 -23 0.01 0 0.01
0.23 0.022 0.82 0.81 0.84 0.78 0.4 0.8 1 -36 -49 -38 -21 0.01 0.01 0.02
0.23 0.023 0.81 0.8 0.83 0.8 0.5 0.9 1 -35 -49 -37 -21 0.01 0.01 0.01
0.23 0.024 0.86 0.85 0.88 0.82 0.5 0.9 1 -34 -49 -36 -18 0.02 0.01 0.02
0.23 0.025 0.9 0.88 0.91 0.83 0.5 0.9 1 -33 -48 -35 -17 0.02 0.01 0.03
0.23 0.026 0.9 0.88 0.91 0.85 0.6 0.9 1 -33 -47 -35 -18 0.01 0.01 0.02
0.23 0.027 0.92 0.91 0.93 0.87 0.6 1 1 -32 -46 -34 -16 0.02 0.01 0.02
0.23 0.028 0.94 0.93 0.95 0.88 0.7 1 1 -31 -45 -33 -16 0.01 0.01 0.02
0.23 0.029 0.94 0.93 0.95 0.89 0.7 1 1 -31 -45 -32 -15 0.02 0.01 0.03
0.23 0.03 0.94 0.93 0.95 0.9 0.7 1 1 -30 -44 -32 -16 0.02 0.02 0.03
0.23 0.031 0.94 0.93 0.95 0.91 0.7 1 1 -30 -44 -32 -13 0.03 0.03 0.04
0.23 0.032 0.95 0.95 0.96 0.91 0.7 1 1 -30 -44 -32 -15 0.03 0.02 0.03
0.23 0.033 0.95 0.94 0.96 0.92 0.7 1 1 -28 -44 -30 -12 0.03 0.03 0.04
0.23 0.034 0.95 0.94 0.96 0.92 0.7 1 1 -28 -43 -30 -12 0.03 0.02 0.04
0.23 0.035 0.96 0.95 0.97 0.93 0.7 1 1 -28 -43 -29 -12 0.03 0.02 0.04
0.23 0.036 0.97 0.96 0.97 0.94 0.8 1 1 -28 -42 -30 -13 0.03 0.02 0.04
0.23 0.037 0.98 0.97 0.98 0.94 0.8 1 1 -27 -42 -29 -11 0.04 0.03 0.04
0.23 0.038 0.98 0.97 0.98 0.94 0.8 1 1 -26 -41 -28 -11 0.04 0.03 0.04
0.23 0.039 0.98 0.98 0.99 0.95 0.8 1 1 -26 -41 -28 -9 0.04 0.03 0.05
0.23 0.04 0.98 0.97 0.98 0.95 0.8 1 1 -25 -40 -28 -9 0.04 0.04 0.05
0.24 0.003 0 0 0 0.12 0.1 0.1 0.2 -71 -77 -71 -64 0 0 0
0.24 0.041 0.98 0.98 0.99 0.95 0.8 1 1 -26 -40 -27 -10 0.03 0.02 0.04
0.24 0.001 0 0 0 0.1 0.1 0.1 0.1 -77 -83 -78 -72 0 0 0
0.24 0.002 0 0 0 0.11 0.1 0.1 0.1 -74 -80 -74 -68 0 0 0
0.24 0.004 0 0 0 0.13 0.1 0.1 0.2 -68 -75 -68 -60 0 0 0
0.24 0.005 0 0 0 0.15 0.1 0.1 0.2 -65 -72 -65 -57 0 0 0
0.24 0.006 0.01 0.01 0.01 0.16 0.1 0.2 0.2 -62 -70 -63 -53 0 0 0
0.24 0.007 0.02 0.01 0.02 0.19 0.1 0.2 0.2 -59 -68 -60 -49 0 0 0
0.24 0.008 0.05 0.04 0.06 0.22 0.1 0.2 0.3 -57 -67 -58 -46 0 0 0
0.24 0.009 0.11 0.09 0.12 0.24 0.1 0.2 0.4 -55 -64 -55 -44 0 0 0
0.24 0.01 0.14 0.12 0.15 0.27 0.1 0.2 0.5 -53 -63 -54 -42 0 0 0
0.24 0.011 0.2 0.18 0.21 0.32 0.2 0.2 0.6 -51 -61 -52 -38 0 0 0
0.24 0.012 0.27 0.25 0.29 0.36 0.2 0.3 0.7 -49 -60 -50 -36 0 0 0
0.24 0.013 0.34 0.32 0.36 0.41 0.2 0.3 0.8 -48 -58 -49 -35 0 0 0
0.24 0.014 0.41 0.39 0.43 0.46 0.2 0.4 0.8 -46 -57 -47 -33 0 0 0.01
0.24 0.015 0.46 0.44 0.48 0.5 0.2 0.5 0.9 -45 -57 -47 -32 0 0 0.01
0.24 0.016 0.55 0.53 0.57 0.54 0.2 0.5 1 -43 -56 -44 -30 0 0 0.01
0.24 0.017 0.57 0.55 0.59 0.59 0.2 0.6 1 -42 -54 -44 -29 0 0 0.01
0.24 0.018 0.65 0.63 0.67 0.63 0.2 0.65 1 -41 -54 -42 -27 0.01 0 0.01
0.24 0.019 0.67 0.65 0.69 0.66 0.3 0.7 1 -40 -53 -41 -26 0 0 0.01
0.24 0.02 0.74 0.72 0.75 0.7 0.3 0.7 1 -39 -52 -40 -24 0.01 0 0.01
0.24 0.021 0.78 0.76 0.8 0.72 0.3 0.8 1 -38 -51 -40 -24 0.01 0 0.01
0.24 0.022 0.8 0.79 0.82 0.76 0.4 0.8 1 -37 -50 -38 -22 0.01 0.01 0.02
0.24 0.023 0.81 0.79 0.82 0.78 0.4 0.8 1 -36 -50 -38 -22 0.01 0.01 0.01
0.24 0.024 0.84 0.83 0.86 0.8 0.5 0.9 1 -35 -49 -37 -20 0.01 0.01 0.02
0.24 0.025 0.87 0.86 0.89 0.82 0.5 0.9 1 -34 -48 -36 -21 0.02 0.01 0.02
0.24 0.026 0.88 0.87 0.9 0.83 0.5 0.9 1 -33 -48 -35 -18 0.02 0.01 0.02
0.24 0.027 0.89 0.87 0.9 0.85 0.6 0.9 1 -34 -48 -35 -19 0.01 0.01 0.02
0.24 0.028 0.89 0.88 0.91 0.85 0.6 0.9 1 -32 -47 -34 -18 0.02 0.01 0.02
0.24 0.029 0.91 0.9 0.92 0.88 0.6 1 1 -32 -46 -34 -17 0.03 0.02 0.03
0.24 0.03 0.94 0.93 0.95 0.88 0.6 1 1 -32 -46 -33 -16 0.02 0.01 0.02
0.24 0.031 0.93 0.92 0.94 0.89 0.7 1 1 -31 -45 -32 -16 0.03 0.02 0.04
0.24 0.032 0.95 0.94 0.96 0.9 0.7 1 1 -29 -44 -31 -14 0.02 0.02 0.03
0.24 0.033 0.94 0.93 0.95 0.91 0.7 1 1 -29 -44 -31 -13 0.04 0.03 0.04
0.24 0.034 0.96 0.95 0.97 0.92 0.7 1 1 -28 -43 -30 -13 0.03 0.02 0.04
0.24 0.035 0.96 0.95 0.97 0.92 0.7 1 1 -29 -44 -30 -15 0.02 0.02 0.03
0.24 0.036 0.96 0.95 0.97 0.92 0.7 1 1 -27 -43 -30 -12 0.03 0.02 0.04
0.24 0.037 0.96 0.95 0.97 0.94 0.8 1 1 -28 -43 -30 -11 0.04 0.03 0.05
0.24 0.038 0.96 0.96 0.97 0.93 0.7 1 1 -28 -43 -29 -12 0.02 0.02 0.03
0.24 0.039 0.98 0.97 0.98 0.94 0.8 1 1 -27 -41 -29 -11 0.03 0.02 0.04
0.24 0.04 0.97 0.96 0.97 0.94 0.8 1 1 -27 -41 -29 -11 0.04 0.03 0.05
0.25 0.003 0 0 0 0.11 0.1 0.1 0.2 -71 -78 -72 -64 0 0 0
0.25 0.041 0.97 0.97 0.98 0.94 0.8 1 1 -26 -42 -28 -10 0.04 0.03 0.05
0.25 0.001 0 0 0 0.1 0.1 0.1 0.1 -78 -83 -78 -72 0 0 0
0.25 0.002 0 0 0 0.11 0.1 0.1 0.1 -75 -80 -75 -69 0 0 0
0.25 0.004 0 0 0 0.13 0.1 0.1 0.2 -68 -76 -69 -60 0 0 0
0.25 0.005 0 0 0 0.14 0.1 0.1 0.2 -65 -73 -66 -56 0 0 0
0.25 0.006 0 0 0.01 0.16 0.1 0.2 0.2 -62 -71 -63 -54 0 0 0
0.25 0.007 0.01 0.01 0.02 0.18 0.1 0.2 0.2 -60 -69 -60 -50 0 0 0
0.25 0.008 0.05 0.04 0.06 0.21 0.1 0.2 0.3 -58 -67 -58 -47 0 0 0
0.25 0.009 0.07 0.06 0.08 0.23 0.1 0.2 0.4 -56 -66 -57 -45 0 0 0
0.25 0.01 0.12 0.1 0.13 0.26 0.1 0.2 0.5 -53 -64 -55 -42 0 0 0
0.25 0.011 0.17 0.16 0.18 0.3 0.2 0.2 0.6 -52 -62 -52 -40 0 0 0
0.25 0.012 0.21 0.2 0.23 0.34 0.2 0.2 0.7 -50 -61 -51 -38 0 0 0
0.25 0.013 0.28 0.26 0.3 0.39 0.2 0.3 0.7 -48 -60 -50 -36 0 0 0
0.25 0.014 0.37 0.35 0.39 0.44 0.2 0.4 0.8 -47 -58 -48 -34 0 0 0
0.25 0.015 0.43 0.41 0.45 0.48 0.2 0.4 0.9 -45 -58 -46 -32 0 0 0
0.25 0.016 0.51 0.49 0.53 0.53 0.2 0.5 0.9 -44 -56 -45 -30 0 0 0.01
0.25 0.017 0.56 0.54 0.58 0.57 0.2 0.6 1 -43 -55 -44 -28 0 0 0.01
0.25 0.018 0.59 0.57 0.61 0.6 0.2 0.6 1 -42 -54 -43 -29 0 0 0
0.25 0.019 0.65 0.63 0.67 0.64 0.2 0.7 1 -41 -53 -42 -27 0 0 0.01
0.25 0.02 0.71 0.69 0.73 0.67 0.3 0.7 1 -40 -53 -42 -24 0 0 0.01
0.25 0.021 0.74 0.72 0.75 0.7 0.3 0.7 1 -39 -52 -40 -25 0.01 0 0.01
0.25 0.022 0.76 0.74 0.77 0.73 0.4 0.8 1 -38 -51 -39 -23 0.01 0.01 0.01
0.25 0.023 0.8 0.79 0.82 0.75 0.4 0.8 1 -37 -50 -38 -23 0.01 0.01 0.02
0.25 0.024 0.84 0.82 0.85 0.78 0.4 0.8 1 -36 -49 -38 -21 0.01 0.01 0.02
0.25 0.025 0.82 0.8 0.83 0.8 0.5 0.9 1 -36 -49 -37 -21 0.01 0.01 0.02
0.25 0.026 0.86 0.84 0.87 0.81 0.5 0.9 1 -35 -49 -36 -21 0.01 0.01 0.02
0.25 0.027 0.88 0.87 0.89 0.83 0.5 0.9 1 -34 -48 -36 -20 0.01 0.01 0.02
0.25 0.028 0.89 0.88 0.9 0.84 0.5 0.9 1 -34 -47 -35 -19 0.01 0.01 0.01
0.25 0.029 0.9 0.88 0.91 0.85 0.6 1 1 -33 -47 -34 -18 0.01 0.01 0.01
0.25 0.03 0.92 0.91 0.93 0.87 0.6 1 1 -33 -47 -34 -17 0.01 0.01 0.02
0.25 0.031 0.92 0.91 0.93 0.88 0.6 1 1 -31 -46 -33 -16 0.02 0.02 0.03
0.25 0.032 0.92 0.91 0.93 0.88 0.7 1 1 -31 -46 -33 -15 0.02 0.01 0.02
0.25 0.033 0.94 0.93 0.95 0.9 0.7 1 1 -30 -45 -32 -16 0.02 0.01 0.02
0.25 0.034 0.94 0.93 0.95 0.9 0.7 1 1 -30 -44 -31 -15 0.02 0.02 0.03
0.25 0.035 0.96 0.95 0.96 0.92 0.7 1 1 -29 -44 -30 -14 0.02 0.02 0.03
0.25 0.036 0.95 0.95 0.96 0.92 0.7 1 1 -29 -43 -31 -15 0.02 0.01 0.03
0.25 0.037 0.96 0.95 0.97 0.92 0.7 1 1 -28 -42 -30 -13 0.04 0.03 0.04
0.25 0.038 0.96 0.95 0.97 0.93 0.7 1 1 -28 -42 -29 -11 0.03 0.02 0.03
0.25 0.039 0.96 0.95 0.97 0.93 0.7 1 1 -28 -42 -30 -14 0.03 0.02 0.03
0.25 0.04 0.97 0.96 0.98 0.94 0.8 1 1 -27 -41 -29 -12 0.04 0.03 0.04
0.26 0.003 0 0 0 0.11 0.1 0.1 0.2 -72 -78 -72 -65 0 0 0
0.26 0.041 0.96 0.95 0.97 0.93 0.8 1 1 -28 -42 -30 -12 0.03 0.02 0.04
0.26 0.001 0 0 0 0.1 0.1 0.1 0.1 -79 -84 -79 -73 0 0 0
0.26 0.002 0 0 0 0.1 0.1 0.1 0.1 -75 -81 -76 -69 0 0 0
0.26 0.004 0 0 0 0.12 0.1 0.1 0.2 -69 -76 -70 -61 0 0 0
0.26 0.005 0 0 0 0.14 0.1 0.1 0.2 -66 -74 -66 -58 0 0 0
0.26 0.006 0 0 0.01 0.15 0.1 0.1 0.2 -63 -71 -64 -55 0 0 0
0.26 0.007 0.01 0.01 0.02 0.17 0.1 0.2 0.2 -61 -70 -61 -51 0 0 0
0.26 0.008 0.03 0.02 0.03 0.19 0.1 0.2 0.2 -58 -67 -59 -48 0 0 0
0.26 0.009 0.07 0.06 0.08 0.22 0.1 0.2 0.4 -56 -66 -57 -45 0 0 0
0.26 0.01 0.1 0.09 0.12 0.25 0.1 0.2 0.4 -54 -65 -55 -42 0 0 0
0.26 0.011 0.14 0.13 0.16 0.28 0.2 0.2 0.5 -52 -62 -53 -40 0 0 0
0.26 0.012 0.21 0.19 0.23 0.31 0.2 0.2 0.6 -51 -61 -52 -39 0 0 0
0.26 0.013 0.28 0.26 0.3 0.37 0.2 0.3 0.7 -49 -61 -50 -37 0 0 0
0.26 0.014 0.33 0.31 0.35 0.4 0.2 0.3 0.8 -48 -59 -49 -36 0 0 0
0.26 0.015 0.41 0.39 0.43 0.45 0.2 0.4 0.9 -46 -58 -47 -33 0 0 0
0.26 0.016 0.44 0.42 0.46 0.49 0.2 0.4 0.9 -45 -58 -47 -32 0 0 0.01
0.26 0.017 0.49 0.47 0.51 0.53 0.2 0.5 1 -44 -56 -45 -30 0 0 0.01
0.26 0.018 0.56 0.54 0.58 0.56 0.2 0.6 1 -42 -55 -44 -28 0 0 0.01
0.26 0.019 0.61 0.59 0.63 0.6 0.2 0.6 1 -41 -54 -42 -27 0 0 0.01
0.26 0.02 0.67 0.65 0.68 0.65 0.3 0.7 1 -40 -53 -41 -27 0.01 0.01 0.02
0.26 0.021 0.69 0.68 0.71 0.67 0.3 0.7 1 -40 -54 -41 -26 0.01 0 0.01
0.26 0.022 0.74 0.72 0.76 0.7 0.3 0.7 1 -39 -52 -40 -24 0.01 0 0.01
0.26 0.023 0.78 0.77 0.8 0.73 0.4 0.7 1 -37 -51 -39 -22 0.01 0.01 0.02
0.26 0.024 0.79 0.77 0.8 0.74 0.4 0.8 1 -37 -51 -38 -22 0.01 0 0.01
0.26 0.025 0.81 0.8 0.83 0.78 0.4 0.8 1 -37 -49 -38 -23 0.01 0.01 0.02
0.26 0.026 0.82 0.81 0.84 0.78 0.4 0.8 1 -36 -49 -37 -21 0.02 0.01 0.02
0.26 0.027 0.85 0.84 0.87 0.81 0.5 0.9 1 -34 -48 -36 -20 0.01 0.01 0.02
0.26 0.028 0.86 0.85 0.88 0.82 0.5 0.9 1 -34 -48 -36 -19 0.01 0.01 0.02
0.26 0.029 0.87 0.85 0.88 0.84 0.5 0.9 1 -33 -46 -35 -19 0.01 0.01 0.02
0.26 0.03 0.9 0.89 0.91 0.85 0.6 0.9 1 -33 -47 -34 -18 0.02 0.01 0.02
0.26 0.031 0.9 0.89 0.92 0.86 0.6 1 1 -32 -46 -34 -18 0.02 0.01 0.02
0.26 0.032 0.92 0.91 0.93 0.88 0.6 1 1 -31 -46 -33 -17 0.02 0.02 0.03
0.26 0.033 0.92 0.91 0.93 0.88 0.6 1 1 -31 -46 -33 -15 0.02 0.02 0.03
0.26 0.034 0.93 0.92 0.94 0.89 0.7 1 1 -31 -45 -32 -15 0.02 0.01 0.02
0.26 0.035 0.95 0.94 0.96 0.9 0.7 1 1 -30 -44 -32 -15 0.02 0.01 0.02
0.26 0.036 0.94 0.93 0.95 0.9 0.7 1 1 -30 -45 -32 -15 0.03 0.02 0.03
0.26 0.037 0.95 0.94 0.96 0.91 0.7 1 1 -29 -44 -30 -13 0.03 0.02 0.03
0.26 0.038 0.95 0.94 0.96 0.92 0.7 1 1 -28 -43 -31 -12 0.03 0.03 0.04
0.26 0.039 0.94 0.93 0.95 0.92 0.7 1 1 -28 -43 -30 -12 0.02 0.02 0.03
0.26 0.04 0.96 0.95 0.97 0.93 0.7 1 1 -28 -42 -30 -13 0.03 0.02 0.03
0.27 0.003 0 0 0 0.11 0.1 0.1 0.1 -73 -79 -73 -66 0 0 0
0.27 0.041 0.96 0.95 0.97 0.92 0.7 1 1 -28 -43 -30 -13 0.03 0.03 0.04
0.27 0.001 0 0 0 0.1 0.1 0.1 0.1 -79 -84 -79 -74 0 0 0
0.27 0.002 0 0 0 0.1 0.1 0.1 0.1 -76 -82 -76 -70 0 0 0
0.27 0.004 0 0 0 0.12 0.1 0.1 0.2 -70 -76 -70 -62 0 0 0
0.27 0.005 0 0 0.01 0.14 0.1 0.1 0.2 -67 -74 -67 -58 0 0 0
0.27 0.006 0 0 0.01 0.15 0.1 0.1 0.2 -64 -72 -64 -55 0 0 0
0.27 0.007 0.01 0.01 0.02 0.17 0.1 0.2 0.2 -62 -70 -63 -53 0 0 0
0.27 0.008 0.03 0.02 0.04 0.18 0.1 0.2 0.2 -59 -68 -60 -49 0 0 0
0.27 0.009 0.05 0.04 0.06 0.2 0.1 0.2 0.3 -57 -67 -58 -47 0 0 0
0.27 0.01 0.06 0.06 0.08 0.23 0.1 0.2 0.4 -55 -65 -56 -44 0 0 0
0.27 0.011 0.12 0.11 0.13 0.27 0.2 0.2 0.5 -53 -64 -54 -42 0 0 0
0.27 0.012 0.2 0.18 0.21 0.3 0.2 0.2 0.6 -51 -62 -52 -40 0 0 0
0.27 0.013 0.23 0.22 0.25 0.35 0.2 0.2 0.7 -50 -61 -51 -38 0 0 0
0.27 0.014 0.3 0.28 0.32 0.38 0.2 0.3 0.8 -48 -59 -49 -36 0 0 0
0.27 0.015 0.36 0.34 0.38 0.42 0.2 0.4 0.8 -47 -58 -48 -35 0 0 0.01
0.27 0.016 0.4 0.38 0.42 0.46 0.2 0.4 0.9 -46 -58 -47 -33 0 0 0.01
0.27 0.017 0.44 0.42 0.46 0.49 0.2 0.5 0.9 -45 -57 -46 -32 0 0 0
0.27 0.018 0.52 0.5 0.54 0.53 0.2 0.5 1 -44 -56 -46 -31 0.01 0 0.01
0.27 0.019 0.56 0.54 0.58 0.57 0.2 0.6 1 -43 -55 -44 -29 0 0 0.01
0.27 0.02 0.62 0.6 0.64 0.62 0.2 0.6 1 -41 -54 -42 -27 0.01 0 0.01
0.27 0.021 0.66 0.64 0.68 0.65 0.2 0.7 1 -40 -54 -42 -26 0.01 0 0.01
0.27 0.022 0.69 0.67 0.71 0.67 0.2 0.7 1 -39 -52 -41 -25 0.01 0.01 0.01
0.27 0.023 0.74 0.72 0.76 0.7 0.3 0.7 1 -39 -52 -40 -24 0.01 0 0.01
0.27 0.024 0.77 0.76 0.79 0.72 0.4 0.7 1 -38 -51 -39 -23 0.01 0.01 0.01
0.27 0.025 0.79 0.77 0.81 0.74 0.4 0.8 1 -37 -51 -38 -23 0.01 0.01 0.02
0.27 0.026 0.8 0.78 0.81 0.75 0.4 0.8 1 -37 -50 -38 -22 0.01 0.01 0.01
0.27 0.027 0.84 0.83 0.86 0.8 0.5 0.8 1 -35 -48 -37 -20 0.01 0.01 0.02
0.27 0.028 0.86 0.85 0.88 0.8 0.5 0.9 1 -35 -49 -36 -20 0.01 0 0.01
0.27 0.029 0.85 0.84 0.87 0.81 0.5 0.9 1 -35 -49 -36 -21 0.01 0.01 0.02
0.27 0.03 0.86 0.85 0.88 0.83 0.5 0.9 1 -34 -48 -36 -19 0.01 0.01 0.02
0.27 0.031 0.87 0.86 0.89 0.84 0.5 0.9 1 -33 -48 -35 -18 0.01 0.01 0.02
0.27 0.032 0.9 0.89 0.91 0.85 0.6 0.9 1 -33 -47 -34 -18 0.01 0.01 0.02
0.27 0.033 0.92 0.91 0.93 0.87 0.6 1 1 -32 -46 -34 -18 0.02 0.01 0.02
0.27 0.034 0.93 0.92 0.94 0.87 0.6 1 1 -31 -46 -33 -17 0.02 0.02 0.03
0.27 0.035 0.92 0.91 0.93 0.88 0.7 1 1 -31 -46 -32 -16 0.02 0.01 0.02
0.27 0.036 0.93 0.92 0.94 0.89 0.7 1 1 -31 -45 -32 -16 0.02 0.01 0.02
0.27 0.037 0.94 0.93 0.95 0.9 0.7 1 1 -30 -45 -32 -16 0.02 0.02 0.03
0.27 0.038 0.94 0.93 0.95 0.9 0.7 1 1 -30 -45 -32 -16 0.02 0.02 0.03
0.27 0.039 0.95 0.94 0.96 0.91 0.7 1 1 -29 -44 -30 -13 0.03 0.02 0.03
0.27 0.04 0.94 0.94 0.95 0.91 0.7 1 1 -29 -44 -31 -14 0.02 0.01 0.02
0.28 0.003 0 0 0 0.11 0.1 0.1 0.1 -73 -80 -74 -67 0 0 0
0.28 0.041 0.94 0.93 0.95 0.9 0.7 1 1 -29 -44 -31 -14 0.03 0.02 0.03
0.28 0.001 0 0 0 0.1 0.1 0.1 0.1 -80 -84 -80 -75 0 0 0
0.28 0.002 0 0 0 0.1 0.1 0.1 0.1 -76 -82 -77 -70 0 0 0
0.28 0.004 0 0 0 0.12 0.1 0.1 0.2 -70 -77 -71 -63 0 0 0
0.28 0.005 0 0 0.01 0.13 0.1 0.1 0.2 -67 -75 -68 -59 0 0 0
0.28 0.006 0 0 0.01 0.15 0.1 0.1 0.2 -65 -73 -65 -56 0 0 0
0.28 0.007 0.01 0.01 0.01 0.16 0.1 0.2 0.2 -62 -70 -63 -53 0 0 0
0.28 0.008 0.01 0.01 0.02 0.18 0.1 0.2 0.2 -60 -69 -61 -51 0 0 0
0.28 0.009 0.04 0.03 0.05 0.2 0.1 0.2 0.3 -58 -67 -59 -48 0 0 0
0.28 0.01 0.06 0.05 0.07 0.22 0.1 0.2 0.4 -56 -66 -57 -45 0 0 0
0.28 0.011 0.1 0.08 0.11 0.25 0.1 0.2 0.4 -54 -64 -55 -43 0 0 0
0.28 0.012 0.14 0.13 0.16 0.28 0.1 0.2 0.6 -53 -63 -53 -41 0 0 0
0.28 0.013 0.19 0.17 0.2 0.31 0.2 0.2 0.6 -51 -62 -52 -38 0 0 0
0.28 0.014 0.26 0.24 0.28 0.35 0.2 0.2 0.7 -49 -60 -50 -37 0 0 0.01
0.28 0.015 0.31 0.29 0.33 0.39 0.2 0.3 0.7 -48 -60 -50 -36 0 0 0
0.28 0.016 0.36 0.34 0.38 0.43 0.2 0.4 0.8 -47 -59 -48 -34 0 0 0
0.28 0.017 0.43 0.41 0.45 0.47 0.2 0.4 0.9 -45 -57 -46 -33 0 0 0.01
0.28 0.018 0.47 0.45 0.49 0.5 0.2 0.5 0.9 -44 -57 -46 -31 0 0 0
0.28 0.019 0.54 0.52 0.56 0.55 0.2 0.5 1 -44 -56 -45 -31 0 0 0.01
0.28 0.02 0.56 0.54 0.58 0.58 0.2 0.6 1 -42 -54 -44 -29 0 0 0.01
0.28 0.021 0.62 0.61 0.64 0.61 0.2 0.6 1 -42 -54 -43 -28 0.01 0 0.01
0.28 0.022 0.64 0.62 0.66 0.64 0.2 0.7 1 -41 -54 -42 -27 0.01 0 0.01
0.28 0.023 0.69 0.67 0.71 0.67 0.3 0.7 1 -39 -53 -41 -25 0 0 0.01
0.28 0.024 0.72 0.7 0.74 0.7 0.3 0.7 1 -39 -52 -40 -25 0.01 0 0.01
0.28 0.025 0.75 0.74 0.77 0.72 0.3 0.7 1 -38 -51 -40 -24 0.01 0.01 0.01
